antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sgcB,sgcB,4.3260559999999995,0.9013346597783167,1.867793108713841,0.08703129568164318,0.2778449299575912,0.5013201057933748,BH_from_pvalue,putative enzyme IIB component of PTS,,NC_000913.3:4530254-4531651,94541133,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG3414] Phosphotransferase system, galactitol-specific IIB component",1450295,YP_588476.1,92,putative enzyme IIB component of PTS
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cutC,cutC,37.97414,-1.1167056920627925,0.4611456224768562,0.15099788461192465,0.35662736461129363,0.5000444332471379,BH_from_pvalue,copper homeostasis protein,,NC_000913.3:1958519-1959266,90111351,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG3142] Copper homeostasis protein CutC,2847756,YP_025309.2,248,copper homeostasis protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,alsC,alsC,2.8288219999999997,0.7861047169651225,1.7244122506956876,0.052259015138030745,0.23149894233802384,0.49953101971676495,BH_from_pvalue,D-allose ABC transporter permease,membrane component of ABC superfamily,NC_000913.3:4308488-4310980,16131912,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG1172] Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component",948594,NP_418510.1,326,D-allose ABC transporter permease
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rluB,rluB,30.334000000000003,-0.7448295517168235,0.596738369451635,0.040897060893427636,0.21414852805309387,0.4985031767855221,BH_from_pvalue,23S rRNA pseudouridine(2605) synthase,,NC_000913.3:1326851-1327727,16129230,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis","[COG1187] 16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases",945840,NP_415785.1,291,23S rRNA pseudouridine(2605) synthase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hokD,hokD,163.42419999999998,-0.9943187566446694,0.5019728508393978,0.12007923481431414,0.3153939548043225,0.4982994991136727,BH_from_pvalue,Qin prophage%3B small toxic polypeptide,polypeptide destructive to membrane potential~hokD (relF) regulatory elements are deleted%2C and the gene is fused to the relBE transcript%3B evolutionary relic?,NC_000913.3:1631001-1652708,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,relE,relE,93.14421999999999,-0.8348580473952465,0.5606381997622677,0.06720050283485426,0.25336651745901495,0.49778476023170015,BH_from_pvalue,Qin prophage%3B toxin of the RelE-RelB toxin-antitoxin system,,NC_000913.3:1631001-1652708,16129522,(CELLULAR PROCESSES AND SIGNALING) [V] Defense mechanisms,"[COG2026] mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system",947549,NP_416081.1,95,Qin prophage; toxin of the RelE-RelB toxin-antitoxin system
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ybgK,ybgK,34.31546,0.6002019694025194,1.5159287733800395,0.008527615052327667,0.14830055551938584,0.4974817370842645,BH_from_pvalue,putative allophanate hydrolase%2C subunit 2,putative carboxylase,NC_000913.3:743592-745899,16128687,(METABOLISM) [E] Amino acid transport and metabolism,[COG1984] Allophanate hydrolase subunit 2,945317,NP_415240.1,310,"putative allophanate hydrolase, subunit 2"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,intA,intA,11.635328,0.8074409074227802,1.7501043040067774,0.06005714110950456,0.24237991835338918,0.4969825956832378,BH_from_pvalue,CP4-57 prophage%3B integrase,prophage CP4-57 integrase,NC_000913.3:2756158-2757400,16130540,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair; [X] Mobilome: prophages, transposons",[COG0582] Integrase,946160,NP_417111.1,413,CP4-57 prophage; integrase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ykgA,ykgA,3.9112920000000004,-1.1103444328826848,0.46318343608828466,0.15141096433605405,0.3568457454865604,0.49690075964539715,BH_from_pvalue,,pseudogene%2C AraC family%3Bputative regulator%3B Not classified~putative ARAC-type regulatory protein,NC_000913.3:316485-317169,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydiE,ydiE,8.430753999999999,-1.467190023023356,0.36168607923778007,0.2507600241226021,0.45889170780480437,0.49633540471496035,BH_from_pvalue,hemin uptake protein HemP homolog,,NC_000913.3:1789612-1789804,16129661,(METABOLISM) [H] Coenzyme transport and metabolism,[COG4256] Hemin uptake protein HemP,946205,NP_416220.1,63,hemin uptake protein HemP homolog
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,inaA,inaA,35.98498,0.6990789477270862,1.6234679995800672,0.026684119358466957,0.1951483892526536,0.4960909093561795,BH_from_pvalue,acid-inducible Kdo/WaaP family putative kinase,pH-inducible protein involved in stress response,NC_000913.3:2348821-2349472,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,adeQ,adeQ,4.453466000000001,0.9888951759442606,1.984664541386751,0.12086313060663466,0.31591930700662096,0.4948667133220577,BH_from_pvalue,adenine permease%2C high affinity%3B adenine:H+ symporter,,NC_000913.3:3842454-3843789,90111631,(METABOLISM) [F] Nucleotide transport and metabolism,"[COG2252] Xanthine/uracil/vitamin C permease, AzgA family",948174,NP_418120.2,444,"adenine permease, high affinity; adenine:H+ symporter"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sdhD,sdhD,107.74856,-1.3530319283091004,0.3914684844365501,0.2245107741884722,0.43101421590645894,0.49454454271410275,BH_from_pvalue,succinate dehydrogenase%2C membrane subunit%2C binds cytochrome b556,succinate dehydrogenase%2C hydrophobic subunit,NC_000913.3:755176-757673,16128697,(METABOLISM) [C] Energy production and conversion,"[COG2142] Succinate dehydrogenase, hydrophobic anchor subunit",945322,NP_415250.1,115,"succinate dehydrogenase, membrane subunit, binds cytochrome b556"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,glnE,glnE,14.145382000000001,0.7676806120410018,1.7025304627053228,0.04984830916607975,0.22702659416255652,0.49432740699635136,BH_from_pvalue,fused deadenylyltransferase/adenylyltransferase for glutamine synthetase,adenylylating enzyme for glutamine synthetase,NC_000913.3:3196800-3199641,16130949,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG1391] Glutamine synthetase adenylyltransferase,947552,NP_417525.1,946,fused deadenylyltransferase/adenylyltransferase for glutamine synthetase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yniB,yniB,27.186960000000006,-0.9275352513478694,0.525755793827203,0.10113962616655155,0.2934232753065423,0.4939175666233102,BH_from_pvalue,putative inner membrane protein,,NC_000913.3:1808696-1809233,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dmsB,dmsB,102.15894,0.8877675318026297,1.8503106828417295,0.08696543793770511,0.2778449299575912,0.49377410280958134,BH_from_pvalue,dimethyl sulfoxide reductase%2C anaerobic%2C subunit B,anaerobic dimethyl sulfoxide reductase subunit B,NC_000913.3:943413-944031,16128862,(METABOLISM) [C] Energy production and conversion,[COG0437] Fe-S-cluster-containing dehydrogenase component,945507,NP_415415.1,205,"dimethyl sulfoxide reductase, anaerobic, subunit B"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,renD,renD,13.548024000000002,-0.8056502443324582,0.5721041662368377,0.061044099318010005,0.24417639727204002,0.49329667852332654,BH_from_pvalue,,pseudogene%2C DLP12 prophage%3BPhage or Prophage Related,NC_000913.3:566097-568247,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,baeS,baeS,2.130532,0.6833413028789865,1.605854634552611,0.023726428598910495,0.19029960970162585,0.49238984588388546,BH_from_pvalue,sensory histidine kinase in two-component regulatory system with BaeR,sensor protein (for BaeR),NC_000913.3:2161463-2164998,16130018,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,[COG5002] Signal transduction histidine kinase,946611,NP_416582.1,467,sensory histidine kinase in two-component regulatory system with BaeR
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,citD,citD,32.69145999999999,1.4549437130732477,2.741458649522139,0.2509477736229129,0.45889170780480437,0.492192603094195,BH_from_pvalue,citrate lyase%2C acyl carrier (gamma) subunit,citrate lyase acyl carrier protein (gamma chain),NC_000913.3:649581-650783,16128600,(METABOLISM) [C] Energy production and conversion,"[COG3052] Citrate lyase, gamma subunit",945415,NP_415150.1,98,"citrate lyase, acyl carrier (gamma) subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,truA,truA,25.465120000000002,0.679287973892631,1.6013492319977707,0.022062839973762478,0.18875151792301473,0.4918789071441523,BH_from_pvalue,tRNA pseudouridine(38-40) synthase,,NC_000913.3:2434823-2436649,16130253,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis","[COG0101] tRNA U38,U39,U40 pseudouridine synthase TruA",946793,NP_416821.1,270,tRNA pseudouridine(38-40) synthase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,aceA,aceA,194.54664,-1.231389534327481,0.42590703514366224,0.19483809423126233,0.3987609747093311,0.4916782653423675,BH_from_pvalue,isocitrate lyase,,NC_000913.3:4217108-4218413,16131841,(METABOLISM) [C] Energy production and conversion,[COG2224] Isocitrate lyase,948517,NP_418439.1,434,isocitrate lyase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hycI,hycI,37.4123,-0.9920378525709346,0.5027670987232858,0.12412175047890098,0.31973299429798646,0.4912695898484234,BH_from_pvalue,protease involved in processing C-terminal end of HycE,protease involved in processing C-terminal end of the large subunit of hydrogenase 3,NC_000913.3:2842572-2844752,16130624,(METABOLISM) [C] Energy production and conversion,"[COG0680] Ni,Fe-hydrogenase maturation factor",947428,NP_417197.1,156,protease involved in processing C-terminal end of HycE
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hflD,hflD,19.014720000000004,-0.6832417457456317,0.6227643452957974,0.02479574693410342,0.19098731029520488,0.49124773204496913,BH_from_pvalue,putative lysogenization regulator,,NC_000913.3:1191989-1192631,16129095,"(CELLULAR PROCESSES AND SIGNALING) [X] Mobilome: prophages, transposons; [T] Signal transduction mechanisms","[COG2915] Regulator of phage lambda lysogenization HflD, binds to CII and stimulates its degradation",945693,NP_415650.1,213,putative lysogenization regulator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ldtB,ldtB,49.06750000000001,-0.8203445148853366,0.5663066927325262,0.06580713049120061,0.2519279745279705,0.49115962529136403,BH_from_pvalue,L%2CD-transpeptidase linking Lpp to murein,,NC_000913.3:854823-855744,16128787,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG1376] Lipoprotein-anchoring transpeptidase ErfK/SrfK,945441,NP_415340.1,306,"L,D-transpeptidase linking Lpp to murein"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydfC,ydfC,4.353936,0.8676957772562484,1.8247461502182862,0.08095738025451087,0.27198679165508843,0.49064047390902926,BH_from_pvalue,uncharacterized protein%2C Qin prophage,,NC_000913.3:1631001-1652708,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rsmD,rsmD,12.270909999999999,-0.6274415257929915,0.6473233607412736,0.01237400970645194,0.16560279095172953,0.4899893840950567,BH_from_pvalue,16S rRNA m(2)G966 methyltransferase%2C SAM-dependent,,NC_000913.3:3604392-3605248,16131337,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0742] 16S rRNA G966 N2-methylase RsmD,947977,NP_417922.1,198,"16S rRNA m(2)G966 methyltransferase, SAM-dependent"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mcbR,mcbR,1.7588460000000001,-0.5628563512116693,0.6769605409642004,0.005893761583802664,0.13472942717084802,0.48998758150183697,BH_from_pvalue,colanic acid and biofilm gene transcriptional regulator%2C MqsR-controlled,,NC_000913.3:1520261-1520927,90111276,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1802] DNA-binding transcriptional regulator, GntR family",946014,NP_415967.2,221,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rlmJ,rlmJ,20.75888,-0.5455196589422258,0.685144568874543,0.003967140753608831,0.12706266643932745,0.48877581422541083,BH_from_pvalue,23S rRNA m(6)A2030 methyltransferase%2C SAM-dependent,,NC_000913.3:3645384-3646227,16131371,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG2961] 23S rRNA A2030 N6-methylase RlmJ,948012,NP_417956.1,280,"23S rRNA m(6)A2030 methyltransferase, SAM-dependent"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ivy,ivy,93.47684000000001,1.1483143973347731,2.2165476812092426,0.17102462890052628,0.3756298213444218,0.48830914116454255,BH_from_pvalue,inhibitor of c-type lysozyme%2C periplasmic,inhibitor of vertebrate C-type lysozyme%2C periplasmic,NC_000913.3:240342-240816,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,aroL,aroL,34.661680000000004,-0.8974790417497269,0.5368239557306301,0.09368756835001271,0.2863305380972237,0.4874498835813302,BH_from_pvalue,shikimate kinase II,,NC_000913.3:406404-406929,16128373,(METABOLISM) [E] Amino acid transport and metabolism,[COG0703] Shikimate kinase,945031,NP_414922.1,174,shikimate kinase II
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,fliM,fliM,2.5311479999999995,0.5426349310009653,1.4566304719464414,0.0038710871613303324,0.12706266643932745,0.48619114981378836,BH_from_pvalue,flagellar motor switching and energizing component,flagellar biosynthesis%2C component of motor switch and energizing%2C enabling rotation and determining its direction,NC_000913.3:2020086-2021501,16129892,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG1868] Flagellar motor switch protein FliM,946442,NP_416455.1,334,flagellar motor switching and energizing component
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,nudJ,nudJ,11.351012,-0.775715388828822,0.5840989154746249,0.05476133905142072,0.2364670043229147,0.48577582164800187,BH_from_pvalue,bifunctional thiamine pyrimidine pyrophosphate hydrolase and thiamine pyrophosphate hydrolase,,NC_000913.3:1193826-1194288,16129097,(METABOLISM) [F] Nucleotide transport and metabolism,"[COG1051] ADP-ribose pyrophosphatase YjhB, NUDIX family",945689,NP_415652.1,153,bifunctional thiamine pyrimidine pyrophosphate hydrolase and thiamine pyrophosphate hydrolase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yhhA,yhhA,49.48122,-0.9005386913355959,0.5356866725984171,0.09767756769290133,0.2889016832386059,0.4856154242859551,BH_from_pvalue,DUF2756 family protein,,NC_000913.3:3586942-3589180,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rhlE,rhlE,13.834430000000001,-0.7088061628456179,0.6118262185933285,0.03513378668370298,0.2065131109522405,0.48556934241142735,BH_from_pvalue,ATP-dependent RNA helicase,putative ATP-dependent RNA helicase,NC_000913.3:830871-832236,16128765,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0513] Superfamily II DNA and RNA helicase,945425,NP_415318.1,454,ATP-dependent RNA helicase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,pgm,pgm,70.27941999999999,0.7252073197035402,1.653138180268422,0.040683876300896996,0.21414852805309387,0.4853703130696592,BH_from_pvalue,phosphoglucomutase,,NC_000913.3:713557-715198,16128664,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG0033] Phosphoglucomutase,945271,NP_415214.1,546,phosphoglucomutase
